,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,trincomalee,8.5711,8.5711,27.1,80,70,2.05,LK,1619747225
371,senanga,-16.1167,-16.1167,17.64,75,9,2.06,ZM,1619747490
372,kattivakkam,13.2167,13.2167,29.44,79,40,4.52,IN,1619747490
373,majene,-3.5403,-3.5403,29.53,68,14,2.49,ID,1619747246
374,svodna,45.0372,45.0372,13.33,24,80,2.29,BA,1619747490
375,marsh harbour,26.5412,26.5412,24.38,75,76,5.86,BS,1619747491
376,chapada dos guimaraes,-15.4606,-15.4606,23.0,73,0,1.54,BR,1619747491
377,sainte-maxime,43.3,43.3,13.89,100,90,1.51,FR,1619747492
378,sakakah,29.9697,29.9697,20.0,18,0,2.06,SA,1619747492
379,nouakchott,18.0858,18.0858,21.0,78,3,5.66,MR,1619747492
380,benguela,-12.5763,-12.5763,25.15,81,100,0.85,AO,1619747493
381,maridi,4.9158,4.9158,18.47,98,100,1.06,SS,1619747493
382,yelizovo,53.1873,53.1873,9.0,61,57,4.0,RU,1619747355
383,puerto escondido,15.85,15.85,27.0,78,75,1.54,MX,1619747494
384,azuaga,38.2667,38.2667,7.78,77,29,1.79,ES,1619747494
385,ishinomaki,38.4167,38.4167,19.0,42,75,8.23,JP,1619747494
386,los llanos de aridane,28.6585,28.6585,18.0,72,40,2.06,ES,1619747289
387,flinders,-34.5833,-34.5833,22.78,59,1,1.34,AU,1619747495
388,leningradskiy,69.3833,69.3833,-3.55,82,97,7.84,RU,1619747495
389,ambilobe,-13.2,-13.2,22.24,92,10,1.37,MG,1619747394
390,nuuk,64.1835,64.1835,-2.0,93,90,4.12,GL,1619747340
391,jucas,-6.5253,-6.5253,21.94,92,83,1.24,BR,1619747496
392,moron,-34.6534,-34.6534,18.89,82,0,0.45,AR,1619747397
393,dosso,13.049,13.049,31.27,24,45,2.5,NE,1619747497
394,slyudyanka,51.6594,51.6594,4.82,83,93,1.73,RU,1619747498
395,carauari,-4.8828,-4.8828,22.67,98,100,0.75,BR,1619747498
396,tezu,27.9167,27.9167,33.01,23,100,1.28,IN,1619747221
397,longhua,23.6137,23.6137,26.86,47,100,0.68,CN,1619747498
398,pianco,-7.1981,-7.1981,23.81,74,90,1.48,BR,1619747499
399,manaia,-39.55,-39.55,16.67,80,81,6.71,NZ,1619747499
400,tomatlan,19.9333,19.9333,24.75,78,0,1.88,MX,1619747500
401,pucallpa,-8.3791,-8.3791,24.0,69,20,2.06,PE,1619747500
402,bayangol,50.6977,50.6977,5.28,56,86,1.14,RU,1619747500
403,collie,-33.3667,-33.3667,12.78,84,37,1.79,AU,1619747501
404,tamandare,-8.7597,-8.7597,25.25,84,85,3.32,BR,1619747501
405,aklavik,68.2191,68.2191,6.0,39,39,2.06,CA,1619747502
406,gorontalo,0.5412,0.5412,31.74,57,34,1.38,ID,1619747502
407,mutis,6.2262,6.2262,25.53,86,100,0.96,CO,1619747503
408,streator,41.1209,41.1209,16.11,69,42,5.59,US,1619747503
409,belaya gora,68.5333,68.5333,-1.02,92,85,2.06,RU,1619747432
410,meadville,41.6414,41.6414,9.44,93,90,4.12,US,1619747504
411,alice springs,-23.7,-23.7,23.33,23,0,5.66,AU,1619747504
412,beloha,-25.1667,-25.1667,21.53,68,0,2.47,MG,1619747505
413,sahuaripa,29.05,29.05,23.04,24,5,4.62,MX,1619747505
414,timra,62.487,62.487,1.11,86,5,3.16,SE,1619747505
415,alexandria,31.2156,31.2156,19.0,77,0,1.54,EG,1619747506
416,uirauna,-6.5183,-6.5183,23.19,79,100,1.42,BR,1619747506
417,airai,-8.9266,-8.9266,23.29,56,11,1.57,TL,1619747322
418,severodvinsk,64.5635,64.5635,-2.0,93,40,2.0,RU,1619747507
419,acarau,-2.8856,-2.8856,25.29,82,100,4.07,BR,1619747507
420,karatsu,33.4425,33.4425,22.0,77,75,3.6,JP,1619747507
421,altay,47.8667,47.8667,19.08,38,11,1.69,CN,1619747508
422,gambela,8.25,8.25,22.71,84,100,2.21,ET,1619747508
423,mayo,38.8876,38.8876,27.0,50,90,3.09,US,1619747508
424,inta,66.0317,66.0317,-5.8,87,71,1.25,RU,1619747509
425,oranjemund,-28.55,-28.55,12.34,89,1,4.96,NA,1619747509
426,itamaraca,-7.7478,-7.7478,24.0,83,20,1.54,BR,1619747510
427,matara,5.9485,5.9485,26.16,87,75,2.09,LK,1619747452
428,nalut,30.3333,30.3333,27.51,17,12,3.79,LY,1619747510
429,kargat,55.1956,55.1956,8.02,59,0,5.44,RU,1619747511
430,byron bay,-28.65,-28.65,19.44,94,75,4.12,AU,1619747246
431,abaza,52.655,52.655,11.64,92,100,2.64,RU,1619747511
432,buctzotz,21.2,21.2,27.65,51,77,4.86,MX,1619747512
433,safranbolu,41.2508,41.2508,13.22,77,100,0.16,TR,1619747512
434,mingaora,34.7758,34.7758,21.02,52,83,2.25,PK,1619747513
435,manaus,-3.1019,-3.1019,26.0,89,40,1.54,BR,1619747513
436,shakhtinsk,49.71,49.71,7.0,70,0,5.0,KZ,1619747341
437,luderitz,-26.6481,-26.6481,13.04,76,0,9.63,NA,1619747294
438,tessalit,20.1986,20.1986,31.68,9,23,3.71,ML,1619747514
439,igarka,67.4667,67.4667,-0.4,92,87,5.88,RU,1619747514
440,lopatino,52.6195,52.6195,3.81,82,35,2.04,RU,1619747515
441,nizhnyaya tavda,57.6731,57.6731,5.42,71,11,3.93,RU,1619747515
442,najran,17.4924,17.4924,21.0,68,75,2.06,SA,1619747359
443,maragogi,-9.0122,-9.0122,25.4,83,81,3.68,BR,1619747516
444,hurricane,37.1753,37.1753,29.0,12,1,5.14,US,1619747516
445,teluk nibung,3.001,3.001,24.7,90,100,3.25,ID,1619747517
446,tiznit,29.5833,29.5833,13.11,83,0,1.11,MA,1619747517
447,turiacu,-1.6633,-1.6633,23.26,93,100,1.63,BR,1619747517
448,borgarnes,64.5383,64.5383,3.33,88,83,0.89,IS,1619747518
449,inhambane,-23.865,-23.865,22.21,77,0,2.47,MZ,1619747220
450,lakota,5.8528,5.8528,22.81,98,99,1.18,CI,1619747518
451,bandarbeyla,9.4942,9.4942,27.76,77,22,1.72,SO,1619747471
452,puerto wilches,7.3483,7.3483,22.85,97,78,0.42,CO,1619747519
453,srednekolymsk,67.45,67.45,-0.67,95,100,2.55,RU,1619747519
454,hailey,43.5196,43.5196,23.0,20,1,5.66,US,1619747489
455,concordia,-31.393,-31.393,13.0,88,0,2.06,AR,1619747520
456,tulum,20.2167,20.2167,27.78,74,40,5.14,MX,1619747520
457,erenhot,43.6475,43.6475,8.41,13,36,4.67,CN,1619747521
458,soyo,-6.1349,-6.1349,26.06,90,97,2.31,AO,1619747521
459,tvrdosin,49.337,49.337,10.0,81,90,1.54,SK,1619747521
460,chara,56.9064,56.9064,-3.72,87,97,0.59,RU,1619747454
461,poopo,-18.3667,-18.3667,6.58,36,7,1.44,BO,1619747522
462,zhicheng,30.2956,30.2956,26.11,58,100,0.93,CN,1619747520
463,northam,51.0333,51.0333,2.22,83,87,0.45,GB,1619747421
464,kavaratti,10.5669,10.5669,28.84,75,31,3.49,IN,1619747368
465,trojes,41.756,41.756,13.0,88,90,2.05,AL,1619747523
466,binay,13.5028,13.5028,28.99,56,100,1.16,PH,1619747523
467,zyryanka,65.75,65.75,0.7,87,100,1.4,RU,1619747375
468,correia pinto,-27.5847,-27.5847,9.58,99,9,1.43,BR,1619747524
469,angoche,-16.2325,-16.2325,24.14,87,12,1.84,MZ,1619747524
470,sibolga,1.7427,1.7427,25.14,88,100,0.89,ID,1619747525
471,namatanai,-3.6667,-3.6667,30.06,65,78,0.79,PG,1619747510
472,korla,41.7597,41.7597,24.07,13,0,1.58,CN,1619747526
473,yulara,-25.2406,-25.2406,22.0,23,8,6.69,AU,1619747526
474,okhotsk,59.3833,59.3833,3.72,75,88,0.68,RU,1619747526
475,sainte-anne-des-monts,49.124,49.124,6.0,75,79,1.03,CA,1619747527
476,esso,55.9333,55.9333,4.4,90,43,0.79,RU,1619747527
477,toktogul,41.8708,41.8708,17.69,50,0,1.22,KG,1619747527
478,snyder,32.7179,32.7179,17.22,75,100,0.89,US,1619747528
479,katwa,23.6399,23.6399,31.98,43,4,4.39,IN,1619747528
480,san patricio,28.017,28.017,25.56,100,75,3.09,US,1619747529
481,letnyaya stavka,45.4306,45.4306,10.93,92,100,4.62,RU,1619747529
482,bilma,18.6853,18.6853,28.93,7,0,4.01,NE,1619747529
483,pyapon,16.2833,16.2833,30.22,59,4,2.35,MM,1619747375
484,evanston,42.0411,42.0411,14.0,67,40,5.14,US,1619747361
485,molteno,-31.3968,-31.3968,8.25,89,100,3.53,ZA,1619747530
486,asau,46.4333,46.4333,9.44,62,21,2.4,RO,1619747530
487,bathsheba,13.2167,13.2167,25.0,61,20,4.63,BB,1619747319
488,new glasgow,45.5834,45.5834,6.67,81,100,4.63,CA,1619747531
489,borisovka,50.6236,50.6236,8.0,49,0,4.0,RU,1619747532
490,illapel,-31.6308,-31.6308,15.4,84,31,0.98,CL,1619747532
491,pidhaytsi,49.2685,49.2685,10.56,85,100,3.39,UA,1619747533
492,kitimat,54.0524,54.0524,10.0,93,90,8.23,CA,1619747533
493,goderich,43.7501,43.7501,5.0,93,100,2.06,CA,1619747533
494,sungai udang,2.269,2.269,24.0,100,40,1.54,MY,1619747534
495,saint-ambroise,48.5501,48.5501,10.56,53,40,5.66,CA,1619747534
496,tansen,27.8673,27.8673,25.32,17,88,1.37,NP,1619747275
497,lata,40.1629,40.1629,10.56,86,73,0.52,PT,1619747535
498,moctezuma,29.8,29.8,21.54,23,15,9.17,MX,1619747535
499,antalaha,-14.9003,-14.9003,23.51,87,20,2.98,MG,1619747536
500,bartica,6.4,6.4,25.0,94,75,2.06,GY,1619747536
501,beringovskiy,63.05,63.05,-1.25,75,35,2.78,RU,1619747536
502,notse,6.95,6.95,24.47,84,100,2.58,TG,1619747364
503,codrington,-38.2667,-38.2667,22.31,39,0,4.66,AU,1619747330
504,aginskoye,51.1,51.1,1.87,82,100,7.01,RU,1619747537
505,luanda,-8.8368,-8.8368,24.0,94,40,1.54,AO,1619747537
506,tooele,40.5308,40.5308,22.0,24,40,4.12,US,1619747538
507,villarrica,-25.75,-25.75,14.1,56,0,1.96,PY,1619747538
508,mahajanga,-15.7167,-15.7167,24.0,83,20,2.06,MG,1619747539
509,husum,54.4858,54.4858,5.0,87,100,3.6,DE,1619747539
510,pinega,64.7001,64.7001,-0.97,79,93,2.6,RU,1619747539
511,fos-sur-mer,43.4377,43.4377,14.0,94,90,3.09,FR,1619747540
512,maningrida,-12.0667,-12.0667,30.21,43,6,4.97,AU,1619747540
513,harper,4.375,4.375,26.4,84,98,2.17,LR,1619747541
514,kibala,9.1104,9.1104,29.0,61,0,4.12,TD,1619747541
515,nkhotakota,-12.9274,-12.9274,21.31,90,11,2.06,MW,1619747542
516,pemberton,50.3164,50.3164,15.0,55,90,2.57,CA,1619747542
517,fernandopolis,-20.2839,-20.2839,18.34,48,100,5.12,BR,1619747428
518,darab,28.7519,28.7519,20.47,35,33,1.37,IR,1619747542
519,rabo de peixe,37.8,37.8,12.0,76,20,3.09,PT,1619747543
520,alekseyevsk,57.8406,57.8406,4.73,61,10,0.51,RU,1619747543
521,oskemen,49.9565,49.9565,16.0,67,40,6.0,KZ,1619747544
522,rapla,59.0072,59.0072,-1.67,81,100,0.89,EE,1619747544
523,hovd,48.0056,48.0056,17.78,27,86,2.92,MN,1619747545
524,tutoia,-2.7619,-2.7619,24.77,88,100,4.09,BR,1619747343
525,nguruka,-5.1092,-5.1092,18.48,95,100,1.36,TZ,1619747545
526,malanje,-9.5402,-9.5402,18.04,98,100,1.66,AO,1619747462
527,yakima,46.4665,46.4665,28.0,15,1,6.17,US,1619747451
528,half moon bay,37.4636,37.4636,17.78,82,40,5.66,US,1619747349
529,yanam,16.7333,16.7333,28.0,83,40,2.06,IN,1619747546
530,alyangula,-13.8483,-13.8483,30.0,70,40,4.12,AU,1619747547
531,kirensk,57.7853,57.7853,4.6,63,10,0.54,RU,1619747517
532,pangoa,-12.1167,-12.1167,17.79,93,7,0.85,PE,1619747548
533,felipe carrillo puerto,19.5833,19.5833,23.9,85,5,1.66,MX,1619747548
534,vangaindrano,-23.35,-23.35,21.82,93,98,1.83,MG,1619747548
535,jaguaquara,-13.5306,-13.5306,18.89,96,53,2.5,BR,1619747549
536,nome,64.5011,64.5011,-2.0,64,75,7.2,US,1619747372
537,hualmay,-11.0964,-11.0964,19.41,85,0,3.87,PE,1619747549
538,antofagasta,-23.65,-23.65,16.0,82,0,3.09,CL,1619747396
539,muisne,0.6,0.6,24.63,86,100,2.24,EC,1619747550
540,poum,-20.2333,-20.2333,25.42,58,76,6.92,NC,1619747338
541,rio tercero,-32.173,-32.173,13.89,69,0,2.24,AR,1619747550
542,biu,10.6129,10.6129,27.57,22,59,0.29,NG,1619747551
543,mamonit,15.5859,15.5859,31.0,62,75,1.03,PH,1619747551
544,vardo,70.3705,70.3705,-0.79,94,100,9.74,NO,1619747552
545,mirnyy,62.5353,62.5353,1.29,69,100,3.79,RU,1619747552
546,lakatoro,-16.0999,-16.0999,27.73,65,69,6.52,VU,1619747552
547,vetlanda,57.4289,57.4289,4.0,65,75,5.66,SE,1619747553
548,arlit,18.7369,18.7369,30.06,8,3,2.61,NE,1619747553
549,ravar,31.2656,31.2656,22.02,36,100,2.84,IR,1619747554
550,champaign,40.1334,40.1334,16.67,72,1,3.6,US,1619747554
551,hobyo,5.3505,5.3505,28.79,69,78,2.66,SO,1619747554
552,cayenne,4.9333,4.9333,25.0,94,0,1.92,GF,1619747555
553,cadillac,44.2519,44.2519,9.0,87,90,7.72,US,1619747503
554,micheweni,-4.9667,-4.9667,25.26,87,100,3.7,TZ,1619747555
555,akureyri,65.6835,65.6835,2.0,87,90,1.54,IS,1619747556
556,whitehorse,60.7161,60.7161,4.0,93,90,5.66,CA,1619747556
557,filingue,14.3521,14.3521,29.76,21,3,1.37,NE,1619747556
558,misratah,32.3754,32.3754,24.87,45,3,3.38,LY,1619747557
559,freeport,40.6576,40.6576,18.33,88,90,4.12,US,1619747302
560,bilisht,40.6275,40.6275,11.59,66,2,1.26,AL,1619747557
561,oussouye,12.485,12.485,22.9,65,63,4.66,SN,1619747558
562,salalah,17.0151,17.0151,28.0,83,75,1.54,OM,1619747558
563,sobolevo,54.4299,54.4299,7.51,90,100,6.59,RU,1619747558
564,leh,34.1667,34.1667,3.16,54,14,0.19,IN,1619747559
